conta|data_criacao_conta|data_extincao_conta|conta_superior|nome_conta|descricao_funcao_conta
71795241|2011-03-01|NULL|71795007|AVAL EMERGENCIAL DE CREDITO - CARTAO DE CREDITO|Registrar as rendas de tarifas cobradas de pessoas naturais por serviços prioritários padronizados nos termos da Tabela I anexa à Resolução nº 3.919, de 2010, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71795258|2012-02-01|NULL|71795007|CAMBIO MANUAL RELACIONADO A VIAGENS INTERNACIONAIS|Registrar as rendas de tarifas cobradas de pessoas naturais por serviços prioritários padronizados nos termos da Tabela I anexa à Resolução nº 3.919, de 2010, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71796006|2011-03-01|NULL|71700009|RENDAS DE SERVICOS DIFERENCIADOS - PF|Registrar as rendas de tarifas cobradas de pessoas naturais pela prestação de serviços diferenciados, assim entendidos aqueles relativos aos assuntos listados no art. 5º da Resolução nº 3.919, de 2010, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71796013|2011-03-01|NULL|71796006|ADMINISTRACAO DE FUNDOS DE INVESTIMENTO|Registrar as rendas de tarifas cobradas de pessoas naturais pela prestação de serviços diferenciados, assim entendidos aqueles relativos aos assuntos listados no art. 5º da Resolução nº 3.919, de 2010, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71796020|2011-03-01|NULL|71796006|AVAL E FIANCA|Registrar as rendas de tarifas cobradas de pessoas naturais pela prestação de serviços diferenciados, assim entendidos aqueles relativos aos assuntos listados no art. 5º da Resolução nº 3.919, de 2010, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71796037|2011-03-01|NULL|71796006|AVAL REAVAL SUBST BENS RECEBIDOS EM GARANTIA|Registrar as rendas de tarifas cobradas de pessoas naturais pela prestação de serviços diferenciados, assim entendidos aqueles relativos aos assuntos listados no art. 5º da Resolução nº 3.919, de 2010, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71796044|2011-03-01|NULL|71796006|CAMBIO|Registrar as rendas de tarifas cobradas de pessoas naturais pela prestação de serviços diferenciados, assim entendidos aqueles relativos aos assuntos listados no art. 5º da Resolução nº 3.919, de 2010, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71796051|2011-03-01|NULL|71796006|CART CRED DIFERENCIADO - ANUIDADE DIFERENCIADA|Registrar as rendas de tarifas cobradas de pessoas naturais pela prestação de serviços diferenciados, assim entendidos aqueles relativos aos assuntos listados no art. 5º da Resolução nº 3.919, de 2010, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71796068|2011-03-01|NULL|71796006|CARTAO PRE-PAGO|Registrar as rendas de tarifas cobradas de pessoas naturais pela prestação de serviços diferenciados, assim entendidos aqueles relativos aos assuntos listados no art. 5º da Resolução nº 3.919, de 2010, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71796075|2011-03-01|NULL|71796006|CORRET ENV TIT VAL MOB DERIVATIVOS E CUSTODIA|Registrar as rendas de tarifas cobradas de pessoas naturais pela prestação de serviços diferenciados, assim entendidos aqueles relativos aos assuntos listados no art. 5º da Resolução nº 3.919, de 2010, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71796996|2011-03-01|NULL|71796006|OUTROS SERVICOS DIFERENCIADOS - PF|Registrar as rendas de tarifas cobradas de pessoas naturais pela prestação de serviços diferenciados, assim entendidos aqueles relativos aos assuntos listados no art. 5º da Resolução nº 3.919, de 2010, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71797005|2011-03-01|NULL|71700009|RENDAS DE SERVICOS ESPECIAIS - PF|Registrar as rendas de tarifas cobradas de pessoas naturais pela prestação de serviços especiais, assim considerados aqueles para os quais haja legislação e regulamentação específicas definindo as tarifas e as condições em que são aplicáveis, a exemplo dos serviços relacionados ao crédito rural, ao Sistema Financeiro da Habitação, ao Fundo de Garantia do Tempo de Serviço, que constituam receita efetiva no período, devendo a instituição financeira manter controles internos que possibilitem a identificação das rendas por agência.
71798004|2008-01-01|NULL|71700009|RENDAS DE TARIFAS BANCÁRIAS - PJ|Registrar as rendas de tarifas cobradas de pessoas jurídicas (PJ), que constituam receita efetiva no período. A instituição financeira deve manter controles internos que possibilitem a identificação, por agência, das rendas relativas às tarifas listadas na Carta-Circular nº 3.324, de 2008, segregando, nos subtítulos, as rendas relativas a cadastro, abertura e movimentação de contas de depósitos, transferência de recursos e operações de crédito.
71798011|2008-01-01|NULL|71798004|CADASTRO|Registrar as rendas de tarifas cobradas de pessoas jurídicas (PJ), que constituam receita efetiva no período. A instituição financeira deve manter controles internos que possibilitem a identificação, por agência, das rendas relativas às tarifas listadas na Carta-Circular nº 3.324, de 2008, segregando, nos subtítulos, as rendas relativas a cadastro, abertura e movimentação de contas de depósitos, transferência de recursos e operações de crédito.
71798028|2008-01-01|NULL|71798004|CONTAS DE DEPÓSITOS|Registrar as rendas de tarifas cobradas de pessoas jurídicas (PJ), que constituam receita efetiva no período. A instituição financeira deve manter controles internos que possibilitem a identificação, por agência, das rendas relativas às tarifas listadas na Carta-Circular nº 3.324, de 2008, segregando, nos subtítulos, as rendas relativas a cadastro, abertura e movimentação de contas de depósitos, transferência de recursos e operações de crédito.
71798035|2008-01-01|NULL|71798004|TRANSFERÊNCIA DE RECURSOS|Registrar as rendas de tarifas cobradas de pessoas jurídicas (PJ), que constituam receita efetiva no período. A instituição financeira deve manter controles internos que possibilitem a identificação, por agência, das rendas relativas às tarifas listadas na Carta-Circular nº 3.324, de 2008, segregando, nos subtítulos, as rendas relativas a cadastro, abertura e movimentação de contas de depósitos, transferência de recursos e operações de crédito.
71798042|2008-01-01|NULL|71798004|OPERAÇÕES DE CRÉDITO|Registrar as rendas de tarifas cobradas de pessoas jurídicas (PJ), que constituam receita efetiva no período. A instituição financeira deve manter controles internos que possibilitem a identificação, por agência, das rendas relativas às tarifas listadas na Carta-Circular nº 3.324, de 2008, segregando, nos subtítulos, as rendas relativas a cadastro, abertura e movimentação de contas de depósitos, transferência de recursos e operações de crédito.
71798994|2008-01-01|NULL|71798004|OUTRAS RENDAS DE TARIFAS BANCÁRIAS - PJ|Registrar as rendas de tarifas cobradas de pessoas jurídicas (PJ), que constituam receita efetiva no período. A instituição financeira deve manter controles internos que possibilitem a identificação, por agência, das rendas relativas às tarifas listadas na Carta-Circular nº 3.324, de 2008, segregando, nos subtítulos, as rendas relativas a cadastro, abertura e movimentação de contas de depósitos, transferência de recursos e operações de crédito.
71799003|1988-06-01|NULL|71700009|RENDAS DE OUTROS SERVICOS|Registrar as rendas de prestação de serviços para as quais não exista conta específica para escrituração, e que constituam receita efetiva no período. Os valores objeto de registro nesta conta devem ser segregados em subtítulos de uso interno, de acordo com a natureza da prestação do serviço.
71800002|1988-06-01|NULL|71000008|RENDAS DE PARTICIPACOES|
71810009|1988-06-01|NULL|71800002|RENDAS DE AJUSTES EM INVESTIMENTOS NO EXTERIOR|Registrar o aumento do valor dos investimentos em dependências no exterior decorrente de lucros ou ganhos efetivos.
71820006|1988-06-01|NULL|71800002|RENDAS DE AJUSTES EM INVESTIM EM COLIG CONTROLADAS|Registrar o aumento do valor do investimento decorrente de lucros ou ganhos efetivos, inclusive decorrente de incentivos fiscais, apurado em sociedade coligada ou controlada.
71900005|1988-06-01|NULL|71000008|OUTRAS RECEITAS OPERACIONAIS|
71910002|1988-06-01|NULL|71900005|REND CRED VINC OPERACOES ADQUIRIDAS EM CESSAO|Registrar, pela instituição compradora ou cessionária, as rendas relativas aos direitos a receber de operações de venda ou de transferência de ativos financeiros que não foram baixados, integral ou proporcionalmente, pela instituição vendedora ou cedente, apropriadas pela taxa efetiva da operação em função do prazo remanescente.
71910105|2008-12-01|NULL|71910002|DE OPERACOES DE CREDITO|Registrar, pela instituição compradora ou cessionária, as rendas relativas aos direitos a receber de operações de venda ou de transferência de ativos financeiros que não foram baixados, integral ou proporcionalmente, pela instituição vendedora ou cedente, apropriadas pela taxa efetiva da operação em função do prazo remanescente.
71910208|2008-12-01|NULL|71910002|DE OPERACOES DE ARRENDAMENTO MERCANTIL|Registrar, pela instituição compradora ou cessionária, as rendas relativas aos direitos a receber de operações de venda ou de transferência de ativos financeiros que não foram baixados, integral ou proporcionalmente, pela instituição vendedora ou cedente, apropriadas pela taxa efetiva da operação em função do prazo remanescente.
71910301|2008-12-01|NULL|71910002|D/OUT OPER C/CARACT DE CONCESSAO DE CREDITO|Registrar, pela instituição compradora ou cessionária, as rendas relativas aos direitos a receber de operações de venda ou de transferência de ativos financeiros que não foram baixados, integral ou proporcionalmente, pela instituição vendedora ou cedente, apropriadas pela taxa efetiva da operação em função do prazo remanescente.
71910404|2008-12-01|NULL|71910002|DE OUTROS ATIVOS FINANCEIROS|Registrar, pela instituição compradora ou cessionária, as rendas relativas aos direitos a receber de operações de venda ou de transferência de ativos financeiros que não foram baixados, integral ou proporcionalmente, pela instituição vendedora ou cedente, apropriadas pela taxa efetiva da operação em função do prazo remanescente.
71915007|2008-12-01|NULL|71900005|LUCR E/OPER D/VEN OU D/TRANS D/ATIV FINANCEIROS|Registrar, pela instituição vendedora ou cedente, o resultado positivo apurado em uma operação de venda ou de transferência de ativos financeiros que foram por ela baixados, integral ou proporcionalmente. O subtítulo De Outros Ativos Financeiros, código 7.1.9.15.40-9, deve ser utilizado apenas quando não houver conta específica, mantido controle por tipo de ativo em subtítulo de uso interno.
71915100|2008-12-01|NULL|71915007|DE OPERACOES DE CREDITO|Registrar, pela instituição vendedora ou cedente, o resultado positivo apurado em uma operação de venda ou de transferência de ativos financeiros que foram por ela baixados, integral ou proporcionalmente. O subtítulo De Outros Ativos Financeiros, código 7.1.9.15.40-9, deve ser utilizado apenas quando não houver conta específica, mantido controle por tipo de ativo em subtítulo de uso interno.
71915203|2008-12-01|NULL|71915007|DE OPERACOES DE ARRENDAMENTO MERCANTIL|Registrar, pela instituição vendedora ou cedente, o resultado positivo apurado em uma operação de venda ou de transferência de ativos financeiros que foram por ela baixados, integral ou proporcionalmente. O subtítulo De Outros Ativos Financeiros, código 7.1.9.15.40-9, deve ser utilizado apenas quando não houver conta específica, mantido controle por tipo de ativo em subtítulo de uso interno.
71915306|2008-12-01|NULL|71915007|D/OUTR OPER C/CARACT D/CONC D/CREDITO|Registrar, pela instituição vendedora ou cedente, o resultado positivo apurado em uma operação de venda ou de transferência de ativos financeiros que foram por ela baixados, integral ou proporcionalmente. O subtítulo De Outros Ativos Financeiros, código 7.1.9.15.40-9, deve ser utilizado apenas quando não houver conta específica, mantido controle por tipo de ativo em subtítulo de uso interno.
71915409|2008-12-01|NULL|71915007|DE OUTROS ATIVOS FINANCEIROS|Registrar, pela instituição vendedora ou cedente, o resultado positivo apurado em uma operação de venda ou de transferência de ativos financeiros que foram por ela baixados, integral ou proporcionalmente. O subtítulo De Outros Ativos Financeiros, código 7.1.9.15.40-9, deve ser utilizado apenas quando não houver conta específica, mantido controle por tipo de ativo em subtítulo de uso interno.
71920009|1988-06-01|NULL|71900005|RECUPERACAO DE CREDITOS BAIXADOS COMO PREJUIZO|Registrar as recuperações de créditos compensados como prejuízo, que constituam receita efetiva da instituição, no período. O registro se faz nesta conta inclusive tendo como contrapartida BENS NÃO DE USO PRÓPRIO, TÍTULOS DE RENDA VARIÁVEL ou outra conta adequada.
71925004|1991-02-01|NULL|71900005|RENDAS CREDITOS DECOR CONTRATOS EXPORT ADQUIRIDOS|Registrar as rendas de aquisições de direitos de crédito de exportação, que constituam receita efetiva da instituição, no período.
71930006|1988-06-01|NULL|71900005|RECUPERACAO DE ENCARGOS E DESPESAS|Registrar a recuperação de encargos e despesas, que constituam receita efetiva da instituição, no período. Esta conta requer os seguintes subtítulos de uso interno:- Ressarcimentos de despesas de telefone - Ressarcimentos de despesas de telex - Ressarcimentos de despesas de portes e telegramas - Recuperação de despesas de depósito - Recuperação de Multas da Compensação
71940003|1988-06-01|NULL|71900005|RENDAS DE APLICACOES NO EXTERIOR|Registrar o valor das receitas provenientes de aplicações de saldos disponíveis e em títulos e valores mobiliários, efetuadas no exterior.
71947006|1992-01-01|NULL|71900005|RENDAS DE APLIC. EM MOEDAS ESTRNG. NO PAIS|Registrar as rendas do estabelecimento pela aplicação de saldos disponíveis em moedas estrangeiras, no País, em bancos autorizados a operar em câmbio, que constituam receita efetiva no período.
71950000|1988-06-01|NULL|71900005|RENDAS DE CREDITOS POR AVAIS E FIANCAS HONRADOS|Registrar as rendas de créditos por avais e fianças honrados, que constituam receita efetiva da instituição, no período.
71955005|1994-09-01|NULL|71900005|RENDAS DE CREDITOS VINCULADOS AO CREDITO RURAL|Registrar as receitas de créditos vinculados ao crédito rural.
71960007|1988-06-01|NULL|71900005|RENDAS DE CREDITOS VINCULADOS AO BANCO CENTRAL|Registrar as rendas de depósitos em moedas estrangeiras, bem como de outros depósitos ou recolhimentos efetuados no Banco Central, que constituam receita efetiva da instituição, no período. Esta conta requer os seguintes subtítulos de uso interno:- Depósitos em Moedas Estrangeiras - Recolhimentos de Recursos do Crédito Rural - Outros Créditos Vinculados
71965002|1988-06-01|NULL|71900005|RENDAS DE CREDITOS VINCULADOS AO SFH|Registrar as receitas de créditos vinculados ao Sistema Financeiro da Habitação.
71970004|1988-06-01|NULL|71900005|RENDAS DE GARANTIAS PRESTADAS|Registrar as rendas de garantias prestadas que constituam receita efetiva da instituição, no período. As comissões registradas nesta conta, quando recebidas antecipadamente, registram-se em RENDAS ANTECIPADAS.
71975009|1989-11-01|NULL|71900005|RENDAS DE OPERACOES ESPECIAIS|Registrar as rendas do desdobramento do subgrupo Operações Especiais que não tenham conta própria e que constituam receita efetiva da instituição, no período.
71980001|1988-06-01|NULL|71900005|RENDAS DE REPASSES INTERFINANCEIROS|Registrar as rendas de repasses interfinanceiros, que constituam receita efetiva da instituição, no período.
71983008|2014-05-01|NULL|71900005|RENDAS DE DIREITOS ESPECÍFICOS DE CONTROLADAS NÃO SUJEITAS À AUTORIZAÇÃO DO BANCO CENTRAL|Registro, pela instituição líder, no Balancete Patrimonial Analítico - Conglomerado Prudencial, das rendas originadas dos direitos específicos dos segmentos em que atuam as entidades controladas não sujeitas à autorização do Banco Central do Brasil, para cuja escrituração não exista conta específica, desde que esses direitos não sejam caracterizados como operações de crédito.
71985006|1989-11-01|NULL|71900005|RENDAS DE CREDITOS ESPECIFICOS|Registrar as rendas do desdobramento do subgrupo Créditos Específicos que não tenham conta própria e que constituam receita efetiva da instituição, no período.
71986005|2004-05-01|NULL|71900005|INGRESSOS DE DEPÓSITOS INTERCOOPERATIVOS|Registrar a remuneração obtida pelas cooperativas singulares pela aplicação dos recursos transferidos às cooperativas centrais decorrentes da centralização financeira.
71990008|1988-06-01|NULL|71900005|REVERSAO DE PROVISOES OPERACIONAIS|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso. O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990053|1988-06-01|NULL|71990008|PERDAS EM APLICACOES EM DEPOSITOS INTERFINANCEIROS|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso. O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990101|1988-06-01|NULL|71990008|DESVALORIZACAO DE TITULOS LIVRES|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso. O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990125|1994-02-01|NULL|71990008|DESVALORIZACAO DE CREDITOS VINCULADOS|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso. O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990156|1988-06-01|NULL|71990008|DESVAL DE TITUT VINCUL A OPERACOES COMPROMISSADAS|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso. O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990204|1988-06-01|NULL|71990008|DESVAL DE TIT VINCUL A NEGOC E INTERMED DE VALORES|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso. O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990266|2003-01-01|NULL|71990008|DERIVATIVOS DE CREDITO|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso.O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990307|1988-06-01|NULL|71990008|OPERACOES DE CREDITO DE LIQUIDACAO DUVIDOSA|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso.O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990352|1995-07-01|NULL|71990008|REPASSES INTERFINANCEIROS|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso.O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990400|1988-06-01|NULL|71990008|CREDITOS DE ARRENDAMENTO DE LIQUIDACAO DUVIDOSA|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso.O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990503|1988-06-01|NULL|71990008|PERDAS NA VENDA DE VALOR RESIDUAL|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso.O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990606|1988-06-01|NULL|71990008|OUTROS CREDITOS DE LIQUIDACAO DUVIDOSA|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso.O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990709|1988-06-01|NULL|71990008|PERDAS EM PARTICIPACOES SOCIETARIAS|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso. O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990802|1988-06-01|NULL|71990008|PERDAS EM DEPENDENCIAS NO EXTERIOR|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso. O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990905|1988-06-01|NULL|71990008|PERDAS EM SOCIEDADES COLIGADAS E CONTROLADAS|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso. O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990950|1988-06-01|NULL|71990008|IMPOSTO DE RENDA|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso. O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71990998|1988-06-01|NULL|71990008|OUTRAS|Registrar as reversões de provisões constituídas em exercícios ou semestres anteriores. Este título não é adequado para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estorno da despesa correspondente ou complemento da provisão, se for o caso. O subtítulo Desvalorização de Créditos Vinculados deve ser utilizado para registrar a reversão da provisão para desvalorização das aplicações ou créditos de caráter obrigatório.
71999009|1988-06-01|NULL|71900005|OUTRAS RENDAS OPERACIONAIS|Registrar as rendas operacionais que constituam receita efetiva da instituição, no período, para cuja escrituração não exista conta específica, bem como para a reclassificação dos saldos credores apresentados por contas de resultado de natureza devedora, decorrentes do registro da variação cambial incidente sobre operações passivas com cláusula de reajuste cambial, devendo a instituição manter o controle analítico para identificar as rendas da espécie, segundo a sua natureza.
73000006|1988-06-01|NULL|70000009|RECEITAS NAO OPERACIONAIS|
73100009|1988-06-01|NULL|73000006|LUCROS EM TRANSACOES COM VALORES E BENS|
73110006|1988-06-01|NULL|73100009|LUCROS NA ALIENACAO DE INVESTIMENTOS|Registrar os lucros na alienação de investimentos, que constituam receita efetiva da instituição, no período.
73130000|1988-06-01|NULL|73100009|LUCROS NA ALIENACAO DE PARTICIPACOES SOCIETARIAS|Registrar os lucros apurados na alienação de participações societárias, que constituam receita efetiva da instituição, no período. Os lucros apurados na alienação de Títulos de Renda Fixa e Títulos de Renda Variável registram-se como receita operacional, respectivamente, nas contas RENDAS DE TÍTULOS DE RENDA FIXA e RENDAS DE TÍTULOS DE RENDA VARIÁVEL.
73140007|2017-01-01|NULL|73100009|GANHOS DE VARIAÇÃO CAMBIAL DE INVESTIMENTO NO EXTERIOR|Registrar os resultados positivos de variação cambial gerados pela conversão de transações em moeda estrangeira por investimentos no exterior transferidos do patrimônio líquido para o resultado do período por ocasião da baixa do respectivo investimento.
73150004|1988-06-01|NULL|73100009|LUCROS NA ALIENACAO DE VALORES E BENS|Registrar os lucros na alienação de bens móveis, imóveis e outros valores que constituam receita efetiva da instituição, no período. Ver o item 1.11.6.9 das Normas Básicas relativamente a lucros obtidos nas vendas a prazo a sociedade ligada.
73900003|1988-06-01|NULL|73000006|OUTRAS RECEITAS NAO OPERACIONAIS|
73910000|1988-06-01|NULL|73900003|GANHOS DE CAPITAL|Registrar o aumento do valor de investimentos decorrente de ganhos efetivos por variação da porcentagem de participação em coligadas e controladas, e os ganhos de capital decorrentes de insubsistências passivas e superveniências ativas, que constituam receita efetiva da instituição, no período. Esta conta requer os seguintes subtítulos de uso interno: - Aumento do Valor de Investimentos em Coligadas e Controladas - Insubsistências Passivas - Superveniências Ativas - Outros Ganhos de Capital. No subtítulo Aumento do Valor de Investimentos em Coligadas e Controladas, registram-se os ganhos por variação de porcentagem de participação no capital social de coligadas e controladas. Nos subtítulos Insubsistências Passivas e Superveniências Ativas, escrituram-se os ganhos em decorrência de eventos que independem de atos de gestão.
73920007|1988-06-01|NULL|73900003|RENDAS DE ALUGUEIS|Registrar as rendas decorrentes de aluguéis de bens imóveis de propriedade da instituição, que constituam receita efetiva da instituição, no período.
73990006|1988-06-01|NULL|73900003|REVERSAO DE PROVISOES NAO OPERACIONAIS|Registrar as reversões de provisões não operacionais, constituídas em exercícios ou semestres anteriores. Esta conta não é adequada para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estornos da despesa correspondente ou complemento da provisão, se for o caso.
73990109|1988-06-01|NULL|73990006|DESVALORIZACAO DE OUTROS VALORES E BENS|Registrar as reversões de provisões não operacionais, constituídas em exercícios ou semestres anteriores. Esta conta não é adequada para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estornos da despesa correspondente ou complemento da provisão, se for o caso.
73990202|1988-06-01|NULL|73990006|PERDAS EM INVESTIMENTOS POR INCENTIVOS FISCAIS|Registrar as reversões de provisões não operacionais, constituídas em exercícios ou semestres anteriores. Esta conta não é adequada para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estornos da despesa correspondente ou complemento da provisão, se for o caso.
73990305|1988-06-01|NULL|73990006|PERDAS EM TITULOS PATRIMONIAIS|Registrar as reversões de provisões não operacionais, constituídas em exercícios ou semestres anteriores. Esta conta não é adequada para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estornos da despesa correspondente ou complemento da provisão, se for o caso.
73990408|1988-06-01|NULL|73990006|PERDAS EM ACOES E COTAS|Registrar as reversões de provisões não operacionais, constituídas em exercícios ou semestres anteriores. Esta conta não é adequada para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estornos da despesa correspondente ou complemento da provisão, se for o caso.
73990903|1988-06-01|NULL|73990006|PERDAS EM OUTROS INVESTIMENTOS|Registrar as reversões de provisões não operacionais, constituídas em exercícios ou semestres anteriores. Esta conta não é adequada para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estornos da despesa correspondente ou complemento da provisão, se for o caso.
73990996|1988-06-01|NULL|73990006|OUTRAS|Registrar as reversões de provisões não operacionais, constituídas em exercícios ou semestres anteriores. Esta conta não é adequada para registrar as reversões de provisões constituídas para atender a apropriação mensal de despesas, cujos acertos se fazem por estornos da despesa correspondente ou complemento da provisão, se for o caso.
73999007|1988-06-01|NULL|73900003|OUTRAS RENDAS NAO OPERACIONAIS|Registrar as receitas não operacionais, para cuja escrituração não exista conta adequada e que constituam receita efetiva da instituição, no período.
78000001|1988-06-01|NULL|70000009|RATEIO DE RESULTADOS INTERNOS|
78100004|1988-06-01|NULL|78000001|RATEIO DE RESULTADOS INTERNOS|
